nct_id,title,status,phase,study_type,conditions,lead_sponsor,start_date,completion_date,enrollment_count,sponsor_class,num_sites,fda_regulated_drug,minimum_age,maximum_age,accepts_healthy,sex,num_collaborators
NCT01262716,A Novel Therapy for the Treatment of Chest Wall Progression of Breast Cancer,COMPLETED,,OBSERVATIONAL,Breast Cancer,Rogers Sciences Inc.,2010-12,2011-08,3.0,INDUSTRY,1,,,,False,FEMALE,3
NCT01943916,A Study of Imaging With Opto-acoustics to Diagnose Breast Masses Detected by Mammography and/or Diagnostic Ultrasound: A New Evaluation Tool for Radiologists,COMPLETED,NA,INTERVENTIONAL,Breast Cancer,Seno Medical Instruments Inc.,2012-12-21,2015-09-09,2105.0,INDUSTRY,16,,18 Years,,False,FEMALE,0
NCT05807516,Study of the Impact of Neoadjuvant Therapy on the Heterogeneity of Triple Negative Breast Cancer Through Single-cell RNA Sequencing (scRNAseq) and Whole-exome Sequencing (WES),UNKNOWN,,OBSERVATIONAL,Breast Neoplasms,Regina Elena Cancer Institute,2021-12-14,2024-12-31,20.0,OTHER,2,False,,,False,FEMALE,0
NCT00331552,Phase I - II Study of Doxil® In Combination With Daily Oral Cyclophosphamide and Herceptin for Patients With HER-2/Neu Positive Disease In Patients With Metastatic Breast Cancer,COMPLETED,"PHASE1, PHASE2",INTERVENTIONAL,"HER2-positive Breast Cancer, Male Breast Cancer, Recurrent Breast Cancer, Stage IV Breast Cancer",University of Washington,2006-02,2012-02,30.0,OTHER,1,,18 Years,,False,ALL,1
NCT05709158,Evaluation of Risk Factors Associated With Myelosuppression (Grade 4 Neutropenia) in Breast Cancer Patients Treated With Palbociclib in the Post-marketing Setting: Nested Case-control Study Using the Medical Information Database Network (MID-NET) Database,COMPLETED,,OBSERVATIONAL,Breast Cancer,Pfizer,2024-08-19,2024-08-30,4184.0,INDUSTRY,1,,18 Years,,False,ALL,0
NCT03638648,Multi Gene Detection Tool Based Recurrence Score-guiding Chemotherapy in Non-pathologic Complete Response HR Positive and HER2 Negative Breast Cancer After Neoadjuvant Treatment,UNKNOWN,PHASE2,INTERVENTIONAL,Breast Cancer,Zhejiang Cancer Hospital,2019-11-01,2022-12-30,80.0,OTHER,0,False,18 Years,70 Years,False,FEMALE,0
NCT06831955,The LESLIE Trial: LifEStyle Intervention to Enhance Efficacy of Neoadjuvant Systemic Therapy in Patients With Triple Negative Breast Cancer,RECRUITING,PHASE2,INTERVENTIONAL,"Triple Negative Breast Cancer (TNBC), Early Setting",Universitaire Ziekenhuizen KU Leuven,2026-02-01,2031-09-01,356.0,OTHER,10,False,18 Years,,False,ALL,8
NCT00815555,CYP2D6 Genotyping by AmpliChipTM CYP450 for Tamoxifen-Treated Breast Cancer Patients,UNKNOWN,,OBSERVATIONAL,Breast Cancer,Assaf-Harofeh Medical Center,2008-12,,500.0,OTHER_GOV,1,,18 Years,,False,FEMALE,0
NCT00193778,A Randomized Trial To Assess The Impact Of Loco-Regional Treatment On Survival Of Patients With Metastatic Breast Cancer At First Presentation,COMPLETED,NA,INTERVENTIONAL,Cancer of the Breast,Tata Memorial Hospital,2005-02,2020-07-30,350.0,OTHER_GOV,1,,21 Years,65 Years,False,FEMALE,0
NCT01831778,Breast Cancer Surveillance Consortium Data Resource,COMPLETED,,OBSERVATIONAL,Breast Cancer,Kaiser Permanente,1994-01,2009-12,2345817.0,OTHER,1,,18 Years,,True,FEMALE,5
NCT06956443,The Predictive Value of Quantified Indocyanine Green Fluorescent Angiography for Skin Necrosis in Mastectomy With Immediate Reconstruction,NOT_YET_RECRUITING,,OBSERVATIONAL,"Breast Cancers, Mastectomy and Breast Reconstruction, Skin Necrosis",University Medical Center Groningen,2025-06-01,2026-12-01,50.0,OTHER,0,False,18 Years,,False,FEMALE,1
NCT07471815,Mechanisms and Efficacy of Camrelizumab Plus Risedronate and Chemotherapy in Triple-Negative Breast Cancer: An Exploratory Clinical Study,ACTIVE_NOT_RECRUITING,PHASE2,INTERVENTIONAL,Breast Cancer Triple Negative Breast Cancer,Harbin Medical University,2026-03-04,2029-03-31,30.0,OTHER,1,False,18 Years,70 Years,False,FEMALE,0
NCT05135104,"Non-Interventional, National Study Of Real-World Evidence In Estrogen Receptor Positive, Her2 Negative Metastatic Breast Cancer Patients Treated With Palbociclib During a 2.5 Years Follow-Up Period",UNKNOWN,,OBSERVATIONAL,Metastatic Breast Cancer,Asociatia Oncohelp - Centrul de Oncologie Oncohelp,2021-12-15,2024-05-25,650.0,OTHER,7,True,18 Years,65 Years,False,FEMALE,1
NCT05179304,Aesthetic Outcomes of Oncoplastic Breast Surgery With a Droplet-Shaped Glandular Flap for Breast Cancer in the Upper Inner Quadrant,UNKNOWN,NA,INTERVENTIONAL,"Oncoplastic Breast Surgery, Breast Cancer, Aesthetic Outcomes",Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,2022-01-18,2022-11,109.0,OTHER,1,False,18 Years,70 Years,False,FEMALE,0
NCT01227733,Comparative Genomic and Genetic Analysis of Paired Primary Breast - Metastatic Tumor Specimens Using High-throughput Platforms,UNKNOWN,,OBSERVATIONAL,Breast Cancer,"National University Hospital, Singapore",2010-08,2014-12,,OTHER,1,,,,False,FEMALE,0
NCT01468649,Phase II Real-Time NIR-Guided Sentinel Lymph Node Mapping in Breast Cancer,COMPLETED,EARLY_PHASE1,INTERVENTIONAL,Breast Cancer,Beth Israel Deaconess Medical Center,2011-06,2013-12,50.0,OTHER,1,False,18 Years,,False,FEMALE,2
NCT02009449,"A Phase 1, Open-Label Dose Escalation First-in-Human Study to Evaluate the Tolerability, Safety, Maximum Tolerated Dose, Preliminary Clinical Activity and Pharmacokinetics of AM0010 in Patients With Advanced Solid Tumors",COMPLETED,PHASE1,INTERVENTIONAL,"Melanoma, Prostate Cancer, Ovarian Cancer, Renal Cell Carcinoma, Colorectal Carcinoma, Pancreatic Carcinoma, Non-small Cell Lung Carcinoma, Solid Tumors, Breast Cancer",Eli Lilly and Company,2013-11-15,2023-07-22,353.0,INDUSTRY,10,True,18 Years,,False,ALL,1
NCT00728949,"Phase 2 Randomized, Multicenter Study of IMC-A12 as a Single Agent or in Combination With Antiestrogens in Postmenopausal Women With Hormone Receptor-Positive Advanced or Metastatic Breast Cancer After Progression on Antiestrogen Therapy",COMPLETED,PHASE2,INTERVENTIONAL,Metastatic Breast Cancer,Eli Lilly and Company,2008-08,2015-02,93.0,INDUSTRY,9,,18 Years,,False,FEMALE,0
NCT00470704,"A Phase 2 Study of Lapatinib in Combination With Trastuzumab in Patients With HER2-Positive, Metastatic Breast Cancer",COMPLETED,PHASE2,INTERVENTIONAL,Breast Cancer,"Nancy Lin, MD",2007-05-14,2024-08-20,87.0,OTHER,9,,18 Years,,False,ALL,2
NCT05303038,A Phase II Clinical Study of Cryoablation Combined With Tirelizumab and Bevacizumab in Liver Metastatic Triple Negative Breast Cancer Patients Failed by Multiline Therapy,UNKNOWN,PHASE2,INTERVENTIONAL,Metastatic Breast Cancer in the Liver,Fudan University,2022-05-01,2024-04-01,15.0,OTHER,2,False,18 Years,70 Years,False,FEMALE,0
NCT06697158,Investigation of the Effects of Complex Decongestive Physiotherapy on Sleep Quality and Quality of Life in Women With Breast Cancer Related Lymphedema,RECRUITING,NA,INTERVENTIONAL,Breast Cancer Related Lymphedema,Abant Izzet Baysal University,2024-01-01,2027-03-01,31.0,OTHER,2,False,18 Years,85 Years,False,FEMALE,0
NCT02430948,Improving Compliance With Medical Testing Guidelines,COMPLETED,NA,INTERVENTIONAL,"Breast Cancer, Cervical Cancer, Prostate Cancer, Colon Cancer, Lung Cancer",Beth Israel Medical Center,2014-01,2017-02,218.0,OTHER,2,,30 Years,89 Years,True,ALL,0
NCT03624543,A Phase II Study of CFI-400945 in Patients With Advanced/Metastatic Breast Cancer,ACTIVE_NOT_RECRUITING,PHASE2,INTERVENTIONAL,Breast Cancer,Canadian Cancer Trials Group,2019-02-14,2026-12-31,51.0,NETWORK,6,False,18 Years,,False,FEMALE,1
NCT06995443,Breast Cancer and Chemobrain : Effects of Photobiomodulation on the Improvement of Perceived Cognitive Impairment - REGAIN,RECRUITING,NA,INTERVENTIONAL,"Oncology, Support Care, Cognitive Disorders",Centre Hospitalier de Valenciennes,2025-06-13,2027-12,200.0,NETWORK,1,False,,,False,FEMALE,0
NCT05720676,"Clinical, Histopathological, Molecular and Experimental Characterization of Liver Metastases From Patients With Breast Cancer.",UNKNOWN,,OBSERVATIONAL,"Breast Cancer, Liver Metastases",KU Leuven,2023-03,2025-03,20.0,OTHER,1,False,18 Years,,False,FEMALE,3
NCT00416689,Determination of Utilities for Control of Chemotherapy-Induced Nausea or Vomiting,COMPLETED,,OBSERVATIONAL,"Breast Cancer, Lung Cancer, Nausea and Vomiting",Alliance for Clinical Trials in Oncology,2000-04,2006-01,99.0,OTHER,0,,18 Years,,False,ALL,1
NCT03581552,A Pilot Study Examining Molecular and Clinical Effects of Aromatase Inhibitor Therapy on Skeletal Muscle Function in Early Stage Breast Cancer,COMPLETED,,OBSERVATIONAL,"Breast Cancer, Breast Cancer Female","Tarah J Ballinger, MD",2018-07-26,2020-02-07,16.0,OTHER,1,False,18 Years,,False,FEMALE,0
NCT01956552,Changes in Phenotype and Genotype of Breast Cancers During the Metastatic Process and Optimization of Therapeutic Targeting,TERMINATED,NA,INTERVENTIONAL,Metastatic Breast Cancer,Institut Curie,2009-11,2016-02,130.0,OTHER,6,,18 Years,,False,FEMALE,0
NCT03323658,A Phase I Dose Escalation Study of Topical Bexarotene in Women at High Risk for Breast Cancer,COMPLETED,PHASE1,INTERVENTIONAL,"Breast Atypical Ductal Hyperplasia, Breast Atypical Lobular Hyperplasia, Breast Ductal Carcinoma In Situ, Breast Lobular Carcinoma In Situ, Invasive Breast Carcinoma",National Cancer Institute (NCI),2018-06-15,2022-03-25,24.0,NIH,1,True,18 Years,,True,FEMALE,0
NCT04174248,The Evaluation of Intelligence Breast Cancer Self-Management Mobile Care Application Intervention in the Quality of Life for Newly Diagnosed Non-metastatic Breast Cancer Women: Randomized Controlled Trial.,COMPLETED,NA,INTERVENTIONAL,"Breast Cancer, Quality of Life",National Yang Ming Chiao Tung University,2019-01-11,2019-07-06,112.0,OTHER,1,False,20 Years,65 Years,False,FEMALE,0
NCT00083278,A Phase II Study of MDX-010 in Patients With Stage IV Adenocarcinoma of the Breast,COMPLETED,PHASE2,INTERVENTIONAL,"Breast Cancer, Adenocarcinoma",Bristol-Myers Squibb,2003-05,2006-02,33.0,INDUSTRY,14,,18 Years,,False,FEMALE,0
NCT01273415,Usefulness of Ki67 Proliferative Index to Predict Recurrence and Benefit From Adjuvant Chemotherapy in Hormone Receptor (HR)-Positive Breast Cancer,COMPLETED,,OBSERVATIONAL,Breast Cancer,Samsung Medical Center,2010-08,2011-01,1070.0,OTHER,1,,20 Years,85 Years,False,FEMALE,0
NCT06274515,A Multi Cohort Translational Research Study to Investigate Mechanisms of Resistance to Breast Cancer Therapies,RECRUITING,PHASE4,INTERVENTIONAL,Breast Cancer,Hoffmann-La Roche,2024-04-02,2026-09-30,320.0,INDUSTRY,28,False,18 Years,,False,ALL,0
NCT00921115,Combined Fulvestrant and Anastrozole as Neo-adjuvant Endocrine Therapy in Postmenopausal Women With Hormone Receptor Positive Invasive Breast Cancer,COMPLETED,PHASE2,INTERVENTIONAL,Invasive Breast Cancer,University of Kansas Medical Center,2009-05,2023-03-20,42.0,OTHER,1,,18 Years,,False,FEMALE,1
NCT02512835,Understanding the Value of Community Vital Signs in Primary Care,COMPLETED,,OBSERVATIONAL,"Colon Cancer, Breast Cancer, Cervical Cancer, Prostate Cancer, Cardiovascular Disease",Virginia Commonwealth University,2015-10,2016-11-01,120.0,OTHER,2,,18 Years,99 Years,True,ALL,0
NCT05218876,Effects of Moderate and High-Intensity Exercise During (Neo-)Adjuvant Chemotherapy on Muscle Cellular Outcomes in Women With Breast Cancer: a Randomized Controlled Trial,COMPLETED,NA,INTERVENTIONAL,Breast Cancer Female,Norwegian School of Sport Sciences,2016-12-08,2022-11-30,80.0,OTHER,1,False,18 Years,,False,FEMALE,5
NCT04262804,"A Randomized, Open-Label, Multiple-center, Phase II Study to Evaluate the Efficacy and Safety of Margetuximab Plus Chemotherapy vs Trastuzumab Plus Chemotherapy in the Treatment of Chinese Patients With HER2+ Metastatic Breast Cancer Who Have Received Prior Anti-HER2 Therapies",UNKNOWN,PHASE2,INTERVENTIONAL,Breast Cancer Metastatic,"Zai Lab (Shanghai) Co., Ltd.",2020-01-13,2023-12,123.0,INDUSTRY,1,False,18 Years,,False,ALL,0
NCT04741204,Metformin Use to Reduce Disparities in Newly Diagnosed Breast Cancer Response to Neoadjuvant Treatment,WITHDRAWN,PHASE4,INTERVENTIONAL,"Breast Cancer Stage, Insulin Resistance, Racial Bias",Woman's,2022-09,2022-09,0.0,OTHER,1,True,18 Years,80 Years,False,FEMALE,3
NCT02895178,Lifestyle Intervention for Breast Cancer Survivors,UNKNOWN,NA,INTERVENTIONAL,Breast Cancer,Wonju Severance Christian Hospital,2014-05,2023-12,60.0,OTHER,1,,18 Years,64 Years,False,FEMALE,0
NCT00087178,"A Clinical Trial Of Adjuvant Therapy Comparing Six Cycles Of 5-Fluorouracil, Epirubicin And Cyclophosphamide (FEC) To Four Cycles Of Adriamycin And Cyclophosphamide (AC) In Patients With Node-Negative Breast Cancer",COMPLETED,PHASE3,INTERVENTIONAL,Breast Cancer,NSABP Foundation Inc,2004-05,2016-05,2722.0,NETWORK,606,,18 Years,,False,FEMALE,1
NCT04941885,A Phase II Single-arm Clinical Trial of the Efficacy and Tolerability of Inetetamab Combined With Cyclophosphamide Metronomic Chemotherapy and Aromatase Inhibitor in Metastatic HER2+/HR+ Breast Cancer,UNKNOWN,PHASE2,INTERVENTIONAL,Breast Cancer,Sun Yat-sen University,2021-06-25,2025-07-01,78.0,OTHER,1,False,18 Years,75 Years,False,FEMALE,0
NCT01669343,Patient-related Predictors of Estrogen Suppression in Postmenopausal Women Using Adjuvant Letrozole,COMPLETED,NA,INTERVENTIONAL,Breast Neoplasms,"Samuel Lunenfeld Research Institute, Mount Sinai Hospital",2012-10,2016-12,121.0,OTHER,3,,,,False,FEMALE,0
NCT00673335,Prevention of Breast Cancer by Letrozole in Post-menopausal Women Carrying a BRCA1/BRCA2 Mutation,COMPLETED,PHASE3,INTERVENTIONAL,"brca1 Mutation Carrier, brca2 Mutation Carrier, Breast Cancer, Hereditary Breast/Ovarian Cancer (brca1, brca2)",UNICANCER,2008-05,2023-12,170.0,OTHER,23,False,40 Years,69 Years,False,FEMALE,0
NCT02994225,Axillary Reverse Mapping Using Near-infrared Imaging in Invasive Breast Cancer: Predictors of Nodal Positivity,COMPLETED,NA,INTERVENTIONAL,Breast Cancer,"Gustave Roussy, Cancer Campus, Grand Paris",2017-03-10,2019-08-05,120.0,OTHER,1,False,18 Years,,False,FEMALE,0
NCT00138125,"Phase II Randomized Trial of Faslodex and Herceptin, Alone and Combined, in the First - Line Treatment of Hormone Receptor-Positive, HER-2/Neu-Overexpressing Metastatic Breast Cancer",TERMINATED,PHASE2,INTERVENTIONAL,Breast Cancer,Translational Oncology Research International,2005-04,2009-12,2.0,OTHER,3,,18 Years,,False,FEMALE,3
NCT03213925,Neoadjuvant Chemotherapy Followed by Radiotherapy Alone in Patients With Breast Cancer,UNKNOWN,PHASE2,INTERVENTIONAL,"Breast Cancer, Radiation Therapy",Instituto do Cancer do Estado de São Paulo,2017-06-01,2025-07-01,1.0,OTHER,1,False,40 Years,75 Years,False,FEMALE,0
NCT04798976,Personalized Evidence-based Treatment Improves Survival in Patients With Invasive Breast Cancer,UNKNOWN,,OBSERVATIONAL,Breast Cancer-specific Survival,"Center of Personalized Medicine, Pirogova",2021-03-01,2021-05-30,3000.0,OTHER,1,False,,70 Years,False,FEMALE,2
NCT01943240,Improvement of Analgesia With Addition of Pectoral Nerve Block to Thoracic Paravertebral Blocks in Unilateral Total Simple Mastectomy,WITHDRAWN,PHASE4,INTERVENTIONAL,"Postoperative Pain, Breast Cancer",Timothy R Petersen,2014-03,2015-03,0.0,OTHER,1,,18 Years,,False,ALL,0
NCT07408089,"An Open-Label, Multicenter, First-in-Human, Phase 1 Study of BBI-940 in Advanced or Metastatic Breast Cancer: Kinesin Oral Molecular Degrader for Oncology (KOMODO-1)",RECRUITING,PHASE1,INTERVENTIONAL,"Breast Cancer, Metastatic Breast Cancer, Advanced Breast Cancer","Boundless Bio, Inc.",2026-02-25,2029-05-31,96.0,INDUSTRY,8,True,18 Years,,False,ALL,0
NCT03637738,"Medico Economic Study, Randomized, Comparing Intraoperative Radiotherapy With Intrabeam® on Surgical Resection Bed Versus Conventional Surgery + EBRT in Postmenopausal Patients Operated by Conservative Surgery for Low Risk Breast Cancer",UNKNOWN,NA,INTERVENTIONAL,"Menopausal Patients, Low-risk Breast Cancer",Institut Cancerologie de l'Ouest,2012-06,2024-05,246.0,OTHER,8,False,55 Years,,False,FEMALE,0
NCT05806138,A Randomized Controlled Trial of the Soluble Guanylate Cyclase Stimulator Vericiguat in Patients With Breast Cancer and Cancer Therapy-Related Cardiac Dysfunction (ELEVATE),ACTIVE_NOT_RECRUITING,PHASE2,INTERVENTIONAL,"Breast Cancer, Cardiac Dysfunction",Memorial Sloan Kettering Cancer Center,2023-07-17,2028-07-17,21.0,OTHER,1,True,18 Years,,False,FEMALE,1
NCT06595758,Effects of Pharmacogenetics on Pharmacokinetics and Toxicity of Doxorubicin in Egyptian Breast Cancer Patients,COMPLETED,,OBSERVATIONAL,Breast Cancer,Menoufia University,2021-10-01,2023-11-01,100.0,OTHER,1,False,18 Years,75 Years,False,FEMALE,0
NCT00742755,Increasing Adherence to Follow-up of Breast Abnormalities in Low-Income Korean American Women,COMPLETED,NA,INTERVENTIONAL,Breast Cancer,Jonsson Comprehensive Cancer Center,2003-09,2009-09,160.0,OTHER,1,,40 Years,,False,FEMALE,1
NCT05760755,Stick Together - a Dyadic Web-intervention for Younger Patients with Breast Cancer and Their Partners,COMPLETED,NA,INTERVENTIONAL,Breast Cancer Female,"Rigshospitalet, Denmark",2023-02-01,2024-08-06,44.0,OTHER,1,False,25 Years,49 Years,False,FEMALE,5
NCT04454515,The Effect of Intraoperative Dexmedetomidine on Postoperative Morphine Requirements and Oral Intake After Breast Cancer Surgery,UNKNOWN,NA,INTERVENTIONAL,Morphine Consumption,National Taiwan University Hospital,2021-04-20,2025-07-01,60.0,OTHER,1,False,20 Years,80 Years,False,ALL,0
NCT00602108,Phase II Study of Intra-operative Electron Irradiation and Hypofractionated External Beam Irradiation After Lumpectomy in Patients With Stage T1N0M0 or T2N0M0 Breast Cancer,COMPLETED,PHASE2,INTERVENTIONAL,Breast Cancer,Mayo Clinic,2005-01,2007-08,50.0,OTHER,0,,21 Years,,False,FEMALE,1
NCT04781725,A Phase II Randomized Window of Opportunity Trial Evaluating Clinical and Biological Effects of Intratumoral INT230-6 in Early Stage Breast Cancer: The INVINCIBLE Trial,UNKNOWN,PHASE2,INTERVENTIONAL,Breast Cancer,Ottawa Hospital Research Institute,2021-03-25,2023-03-01,90.0,OTHER,1,True,,,True,FEMALE,2
NCT01220076,"Phase II Study Evaluating According to the Polymorphism of CYP2D6, the Rate of Biological Response to Treatment With Tamoxifen (TAM) Administered in Pre-operative Situation in Patients With Breast Cancer Non Metastatic HR+",COMPLETED,PHASE2,INTERVENTIONAL,Non Metastatic Breast Cancer,Institut Cancerologie de l'Ouest,2009-09,2016-10,140.0,OTHER,3,,18 Years,,False,FEMALE,0
NCT03841747,"A Phase II, Randomized Study of Paclitaxel Weekly Plus Pembrolizumab Versus Paclitaxel Weekly in ER-positive, Luminal B Metastatic Breast Cancer",WITHDRAWN,PHASE2,INTERVENTIONAL,Breast Cancer,Queen Mary University of London,2020-12,2025-06,0.0,OTHER,0,False,18 Years,,False,FEMALE,2
NCT00734838,Optical Spectroscopy During Breast Cancer Surgery and Core Needle Biopsy,COMPLETED,NA,INTERVENTIONAL,Breast Cancer,Duke University,2006-01,2022-10-03,213.0,OTHER,1,,18 Years,,True,FEMALE,1
NCT00003638,"A Multi-Center Phase III Randomized, Controlled Study of Theratope Vaccine for Metastatic Breast Cancer",COMPLETED,PHASE3,INTERVENTIONAL,Breast Cancer,Oncothyreon Canada Inc.,1999-01,2008-12,950.0,INDUSTRY,1,,18 Years,,False,FEMALE,0
NCT03631758,McMaster Choices Study: Evaluating the Impact of Cancer Screening Patient Decision Aids on Breast Cancer Screening Decisions,COMPLETED,NA,INTERVENTIONAL,Breast Cancer,McMaster University,2019-01-01,2020-12-01,209.0,OTHER,1,False,40 Years,49 Years,True,FEMALE,1
NCT03912948,Prospective Cohort Study Assessing Chronic Pain in Patients With Thoracic Blocks Following Minor Surgery for Breast Cancer.,COMPLETED,,OBSERVATIONAL,"Surgery, Breast Cancer, Pain, Postoperative, Pain, Chronic",Institut Claudius Regaud,2019-04-01,2019-12-31,205.0,OTHER,1,False,18 Years,,False,FEMALE,0
NCT07524855,A Phase 1 Study of HLD-0117 in Patients With Estrogen Receptor Positive (ER+) Metastatic Breast Cancer (MBC),RECRUITING,PHASE1,INTERVENTIONAL,Metastatic Breast Cancer,"Halda Therapeutics OpCo, Inc.",2026-04-09,2028-04-30,33.0,INDUSTRY,4,True,18 Years,,False,FEMALE,0
NCT07034976,"Randomized, Controlled Trial to Evaluate the Efficacy of Non-ablative Radiofrequency Combined With Pelvic Floor Muscle Training on Symptoms of Genitourinary Syndrome of Menopause in Breast Cancer Survivors",RECRUITING,NA,INTERVENTIONAL,"Genitourinary Syndrome of Menopause (GSM), Breast Cancer",Fundacion para la Investigacion Biomedica del Hospital Universitario Ramon y Cajal,2025-09-01,2027-12-31,50.0,OTHER,1,False,18 Years,75 Years,False,FEMALE,1
NCT04931615,The Influence of ARTISS on Post-operative Abdominal Drainage and Seroma Formation in DIEP/MS-TRAM Free Flap Breast Reconstruction Patients,COMPLETED,PHASE4,INTERVENTIONAL,"Breast Neoplasms, Mammaplasty",Mid and South Essex NHS Foundation Trust,2022-02-01,2023-02-28,135.0,OTHER,1,False,18 Years,80 Years,False,FEMALE,0
NCT03434717,Optimized Rehabilitation Following Primary Breast Cancer Surgery - Systematic Screening as a Tool for Individualised Rehabilitation: Study Protocol for the RE-SCREEN Randomized Controlled Trial,UNKNOWN,NA,INTERVENTIONAL,"Rehabilitation, Breast Neoplasms, Psychological Distress",Lund University,2018-11-15,2025-11,643.0,OTHER,1,False,18 Years,,False,FEMALE,0
NCT04434040,A Single Arm Phase 2 Trial of Atezolizumab With Sacituzumab Govitecan to Prevent Recurrence in Triple Negative Breast Cancer (ASPRIA),RECRUITING,PHASE2,INTERVENTIONAL,"Breast Cancer, Triple Negative Breast Cancer, Residual Cancer, Circulating Tumor DNA",Dana-Farber Cancer Institute,2020-07-02,2027-12-30,40.0,OTHER,7,True,18 Years,,False,ALL,2
NCT06881940,"Rationale and Design of a Cardiac Rehabilitation Program on the Prevention of Cardiotoxicity in Breast Cancer Patients Undergoing Treatment With Anthracyclines and/or Trastuzumab: A Randomized, Active Control Group, Open-Label Trial",NOT_YET_RECRUITING,NA,INTERVENTIONAL,Cancer Therapy-Related Cardiac Dysfunction,Instituto Nacional de Cardiologia Ignacio Chavez,2025-04-01,2029-12-01,284.0,OTHER,2,False,18 Years,70 Years,False,FEMALE,1
NCT03707340,A Feasibility Study of Flibanserin in Breast Cancer Survivors on Tamoxifen and Aromatase Inhibitors,ACTIVE_NOT_RECRUITING,PHASE2,INTERVENTIONAL,"Breast Cancer, Hyposexual Desire Disorder",Memorial Sloan Kettering Cancer Center,2018-09-14,2026-10-14,43.0,OTHER,7,True,21 Years,,False,FEMALE,0
NCT06744140,Role of MRI Breast in Detection of Ductal Carcinoma in Situ,ACTIVE_NOT_RECRUITING,,OBSERVATIONAL,Carcinoma in Situ,Superior University,2024-02-15,2025-03-21,35.0,OTHER,1,False,30 Years,65 Years,True,ALL,0
NCT03637868,A Phase II Study of Eribulin in Brain Metastases From HER2-negative Breast Cancer Pre-treated With Anthracyclines and Taxanes,WITHDRAWN,PHASE2,INTERVENTIONAL,Metastatic Breast Cancer,Institut Paoli-Calmettes,2019-02-26,2020-04-14,0.0,OTHER,7,False,18 Years,,False,ALL,1
NCT02364726,Acupuncture to Reduce Chemotherapy-induced Peripheral Neuropathy Severity During Neoadjuvant or Adjuvant Weekly Paclitaxel Chemotherapy in Breast Cancer Patients: A Pilot Study,COMPLETED,NA,INTERVENTIONAL,"Breast Cancer, Peripheral Neuropathy",Memorial Sloan Kettering Cancer Center,2015-02-09,2023-06-21,28.0,OTHER,2,,21 Years,,False,ALL,0
NCT05470543,Effect of Nurse-led Supportive Care on Caregiver Burden and Well-being Among Primary Caregivers of Women With Breast Cancer: A Pragmatic Parallel Group Randomized Controlled Trial,COMPLETED,NA,INTERVENTIONAL,Nurse-led Supportive Care,Izmir Bakircay University,2022-04-18,2023-01-13,60.0,OTHER,1,False,18 Years,,True,ALL,0
NCT00892515,Women In Steady Exercise Research (WISER) Sister,COMPLETED,NA,INTERVENTIONAL,"Breast Cancer, Healthy, no Evidence of Disease",Abramson Cancer Center at Penn Medicine,2008-10,2016-05-20,183.0,OTHER,1,,18 Years,35 Years,True,FEMALE,1
NCT05506189,A Prospective Study on the Effect of Quality of Life and Life Style Modification for Breast Cancer Survivors Using Mobile App-based Human Coaching Program,COMPLETED,,OBSERVATIONAL,Breast Cancer Survivors,"National Cancer Center, Korea",2019-05-14,2022-06-30,130.0,OTHER_GOV,1,False,18 Years,70 Years,False,FEMALE,0
NCT00128843,"Phase II Randomized, Multicenter, Crossover Clinical Trial for Administration of Exemestane vs. Anastrozole as First Line Treatment for Postmenopausal Patients With Hormone Receptor Positive Advanced Breast Cancer",COMPLETED,PHASE2,INTERVENTIONAL,Breast Cancer,Spanish Breast Cancer Research Group,2001-08,2014-10,103.0,OTHER,13,,18 Years,90 Years,False,FEMALE,1
NCT03742908,A Single Center Prospective Randomized Control Trial Investigating the Short-term and Long-term Effects of Intraoperative Prophylactic Antibiotics/Antiseptics on Surgical Outcomes in Chinese Post-mastectomy Breast Reconstruction Patients,UNKNOWN,NA,INTERVENTIONAL,Breast Neoplasms,Tianjin Medical University Cancer Institute and Hospital,2018-06-16,2021-10-31,291.0,OTHER,1,False,,,False,FEMALE,0
NCT01079676,"A Phase III, Non-inferiority Study Comparing Two Filgrastim Preparations in Preventing Chemotherapy Induced Neutropenia in Breast Cancer",COMPLETED,PHASE3,INTERVENTIONAL,Neutropenia in Breast Cancer,Eurofarma Laboratorios S.A.,2011-03,2012-10,220.0,INDUSTRY,6,,18 Years,,False,FEMALE,0
NCT01273168,"Phase I Trial of Z-Endoxifen in Adults With Refractory Hormone Receptor-Positive Breast Cancer, Desmoid Tumors, Gynecologic Tumors, or Other Hormone Receptor-Positive Solid Tumors",COMPLETED,PHASE1,INTERVENTIONAL,"Hormone Receptor-Positive Breast, Gynecologic, Desmoid, Hormone Receptor-Positive Neoplasms",National Cancer Institute (NCI),2011-03-01,2025-12-19,40.0,NIH,1,True,18 Years,120 Years,False,ALL,0
NCT04936243,A Randomized Control Trial of Telemedicine vs In Person Oncology Patient Surveillance,COMPLETED,NA,INTERVENTIONAL,"Breast Cancer, Prostate Cancer, Patient Engagement, Patient Preference, Patient Satisfaction",Dana-Farber Cancer Institute,2021-08-01,2022-11-01,30.0,OTHER,2,False,18 Years,,False,ALL,0
NCT00191815,Phase II Study of Gemcitabine Plus Cisplatin as First-line Treatment of Metastatic Breast Cancer,COMPLETED,PHASE2,INTERVENTIONAL,Breast Cancer,Eli Lilly and Company,2002-10,2007-10,70.0,INDUSTRY,2,,18 Years,75 Years,False,FEMALE,0
