nct_id,title,status,phase,study_type,conditions,lead_sponsor,start_date,completion_date,enrollment_count,sponsor_class,num_sites,fda_regulated_drug,minimum_age,maximum_age,accepts_healthy,sex,num_collaborators
NCT01416493,"An OPEN LABEL Phase II Safety Study of Bovine Intestinal Alkaline Phosphatase (bIAP), an Inflammation Modulating Moiety, in RA Patients",COMPLETED,"PHASE1, PHASE2",INTERVENTIONAL,Acute Rheumatoid Arthritis,Alloksys Life Sciences B.V.,2011-05,2013-04,6.0,INDUSTRY,1,,18 Years,,False,ALL,1
NCT06363955,"A Randomized Placebo-Controlled Clinical Trial Assessing the Efficacy of a Carbamide Peroxide Mouthwash for Oral Wound Healing, Postoperative Symptoms, Xerostomia Relief, and Oral Hygiene Following Diagnostic Biopsy of Minor Labial Salivary Glands for Sjögren's Syndrome Investigation",COMPLETED,NA,INTERVENTIONAL,"Wound Heal, Oral Dryness, Postoperative Pain, Sjogren's Syndrome, Biopsy Wound, Mouth; Wound, Mouth Dryness, Dental Plaque, Gingival Inflammation",National and Kapodistrian University of Athens,2023-04-25,2024-04-01,54.0,OTHER,1,False,18 Years,,False,ALL,1
NCT03470740,Effects of a Rheumatoid Arthritis Self-management program-a Randomized Controlled Trial,COMPLETED,NA,INTERVENTIONAL,"Arthritis, Rheumatoid",Chang Gung Memorial Hospital,2016-09-01,2018-07-31,224.0,OTHER,1,False,20 Years,,False,ALL,1
NCT04772248,Safety of TofAcitinib in Routine Care Patients With Rheumatoid Arthritis (STAR-RA)- Cardiovascular Endpoints,COMPLETED,,OBSERVATIONAL,Rheumatoid Arthritis,Brigham and Women's Hospital,2021-02-22,2021-12-30,105711.0,OTHER,1,True,18 Years,,False,ALL,0
NCT04238143,Adipose-Derived Biocellular Regenerative Therapy in Treatment of Osteoarthritis (OA) and Associated Connective Tissue Degeneration and Pain,RECRUITING,NA,INTERVENTIONAL,"Osteoarthritis, Osteo Arthritis Knee, Osteo Arthritis Shoulders, Osteoarthritis of Multiple Joints, Osteoarthritis, Hip, Osteoarthritis - Ankle/Foot",Healeon Medical Inc,2020-01-10,2027-09-30,100.0,INDUSTRY,2,False,18 Years,90 Years,False,ALL,2
NCT01718925,"Vitamin D, Fatigue and Patient Reported Outcome (PRO) in Chronic Somatic and Functional Disorders.",COMPLETED,,OBSERVATIONAL,"Irritable Bowel Syndrome, Inflammatory Bowel Disease, Diabetes, Rheumatoid Arthritis",Ostfold Hospital Trust,2012-10,2014-12,614.0,OTHER,0,,18 Years,,False,ALL,8
NCT01277991,"Phase 1, Open-label, Randomized, Single-dose, 2-treatment, 2-period, Crossover, Bioequivalence Study Comparing Phase 2b 1 Mg And 5 Mg Tablet Formulations Of Cp-690,550 Under Fasted Conditions",COMPLETED,PHASE1,INTERVENTIONAL,"Arthritis, Rheumatoid",Pfizer,2011-02,2011-03,30.0,INDUSTRY,1,,21 Years,55 Years,True,ALL,0
NCT01219933,"An Open-label, Single-arm Study to Describe Glucocorticoid Use in Rheumatoid Arthritis Patients Treated With Tocilizumab in Daily Clinical Practice and to Evaluate Systematic Glucocorticoid Dose Reduction Once Low Disease Activity is Reached (ACT-ALONE)",COMPLETED,PHASE4,INTERVENTIONAL,Rheumatoid Arthritis,Hoffmann-La Roche,2011-01,2013-03,68.0,INDUSTRY,16,,18 Years,,False,ALL,0
NCT04056221,"Effects of Acupuncture on Xerostomia and Xerophthalmia in Sjögren's Syndrome: a Randomized, Double-blinded Clinical Trial",COMPLETED,NA,INTERVENTIONAL,Sjogren's Syndrome,"Ana Carolina Fragoso Motta, DDS, PhD",2019-02-18,2022-10-10,50.0,OTHER,1,False,18 Years,,False,ALL,0
NCT00207714,"A Randomized, Double-blind, Dose-ranging Trial of CNTO 148 Subcutaneous Injection Compared With Placebo in Subjects With Active Rheumatoid Arthritis Despite Treatment With Methotrexate",COMPLETED,PHASE2,INTERVENTIONAL,Rheumatoid Arthritis,"Centocor, Inc.",2003-11,2006-02,172.0,INDUSTRY,0,,18 Years,,False,ALL,1
NCT05486715,Vitamin d Level and it's Association With Disease Activity in Egyptian Rheumatoid Arthritis Patients,UNKNOWN,,OBSERVATIONAL,Rheumatoid Arthritis (RA),Mariam Samir Farg,2022-09-01,2023-03-01,130.0,OTHER,0,False,18 Years,75 Years,True,ALL,0
NCT04471649,Clinical Course of COVID-19 in Patients With Rheumatoid Arthritis Treated With or Without Hydroxychloroquine: a Case-control Study,UNKNOWN,,OBSERVATIONAL,COVID,Tanta University,2020-06-15,2020-11,80.0,OTHER,1,False,18 Years,,False,ALL,0
NCT00924625,The Use of Neuromuscular Electrical Stimulation to Reverse Muscle Atrophy in Patients With Rheumatoid Arthritis,COMPLETED,NA,INTERVENTIONAL,Rheumatoid Arthritis,University of Pittsburgh,2009-06,2014-02,64.0,OTHER,1,,21 Years,,False,ALL,0
NCT04888585,"A Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Safety and Efficacy of ABBV-154 in Subjects With Moderately to Severely Active Rheumatoid Arthritis With Inadequate Response to Biologic and/or Targeted Synthetic Disease-Modifying Anti-Rheumatic Drugs (b/tsDMARDs)",TERMINATED,PHASE2,INTERVENTIONAL,Rheumatoid Arthritis (RA),AbbVie,2021-06-23,2023-08-04,473.0,INDUSTRY,220,True,18 Years,75 Years,False,ALL,0
NCT06072768,Using SMART Design to Develop Dynamic Treatment Regimens for Glucocorticoid Tapering,RECRUITING,PHASE2,INTERVENTIONAL,Rheumatoid Arthritis,VA Office of Research and Development,2023-03-09,2030-03-01,200.0,FED,2,True,18 Years,,False,ALL,1
NCT02686320,Prospective Study of Evolution of Rheumatoid Arthritis After 65 Years Old,TERMINATED,,OBSERVATIONAL,Rheumatoid Arthritis,Assistance Publique - Hôpitaux de Paris,2016-03-29,2022-05-30,176.0,OTHER,1,False,18 Years,,False,ALL,1
NCT04482335,PRECISion medicinE Across the Disease Continuum to Prevent and Treat Rheumatoid Arthritis,UNKNOWN,,OBSERVATIONAL,Rheumatoid Arthritis,University of Manchester,2021-05-15,2025-10-01,500.0,OTHER,1,False,,,True,ALL,0
NCT04515589,Central Aspects of Pain in Rheumatoid Arthritis,COMPLETED,,OBSERVATIONAL,Rheumatoid Arthritis,University of Nottingham,2021-08-11,2023-09-30,95.0,OTHER,1,False,18 Years,,False,ALL,2
NCT04717635,"An Open-label, Single-arm, Active-treatment Study to Evaluate Efficacy and Safety of Canakinumab (ACZ885) Administered for at Least 48 Weeks in Japanese Patients With Adult Onset Still's Disease (AOSD)",COMPLETED,PHASE3,INTERVENTIONAL,Adult Onset Still's Disease,Novartis Pharmaceuticals,2021-03-30,2025-04-16,14.0,INDUSTRY,9,False,16 Years,100 Years,False,ALL,0
NCT01463189,Web-based Support to Manage Arthritis Pain,COMPLETED,PHASE2,INTERVENTIONAL,"Osteoarthritis, Rheumatoid Arthritis, Ankylosing Spondylitis, Other Arthritic Conditions (e.g., Psoriatic Arthritis)","Inflexxion, Inc.",2011-09,2012-11,228.0,INDUSTRY,1,,18 Years,,True,ALL,0
NCT02038140,Prospective Post Market Clinical Follow-Up (PMCF) Study of the Zimmer® Trabecular Metal™ Total Ankle,ACTIVE_NOT_RECRUITING,NA,INTERVENTIONAL,"Degenerative Arthritis, Rheumatoid Arthritis, Post Traumatic Arthritis",Zimmer Biomet,2014-03,2027-03,120.0,INDUSTRY,11,,18 Years,,False,ALL,0
NCT04384068,The Safety and Effectiveness of Tocilizumab in Rheumatoid Arthritis in Real-World Clinical Setting,UNKNOWN,,OBSERVATIONAL,"Arthritis, Rheumatoid",Peking Union Medical College Hospital,2018-12-27,2022-01-31,2500.0,OTHER,1,False,18 Years,100 Years,False,ALL,0
NCT03189017,"A Phase I Randomized, Double-Blind, Placebo-Controlled, Dose Escalation Trial in Healthy Subjects to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of ICP-022 Following Single and Multiple Escalating Dose",COMPLETED,PHASE1,INTERVENTIONAL,"Systemic Lupus Erythematosus, Rheumatoid Arthritis",Innocare Pharma Australia Pty Ltd,2017-07-03,2018-10-30,64.0,INDUSTRY,1,False,18 Years,55 Years,True,MALE,0
NCT04078191,A Comparison of Tc 99m Tilmanocept Quantitative Imaging With Immunohistochemical (IHC) Analysis of CD206 Expression in Synovial Tissue From Subjects Clinically Diagnosed With Rheumatoid Arthritis (RA),TERMINATED,PHASE2,INTERVENTIONAL,Rheumatoid Arthritis,Navidea Biopharmaceuticals,2021-09-14,2024-07-09,20.0,INDUSTRY,4,True,18 Years,,False,ALL,0
NCT04652791,A Study to Assess Efficacy and Safety of Wangbi Capsule in Patients With Rheumatoid Arthritis,UNKNOWN,,OBSERVATIONAL,Rheumatoid Arthritis,Guang'anmen Hospital of China Academy of Chinese Medical Sciences,2020-12,2022-02,1200.0,OTHER,1,False,18 Years,,False,ALL,0
NCT00641225,"An Ascending Single Dose Study Of The Safety, Tolerability, Pharmacokinetics, And Pharmacodynamics Of SBI-087 Administered To Subjects With Rheumatoid Arthritis",COMPLETED,PHASE1,INTERVENTIONAL,Rheumatoid Arthritis,Pfizer,2008-03-31,2011-03-31,60.0,INDUSTRY,6,,18 Years,70 Years,False,ALL,1
NCT00487825,"A 26-week, Phase II, Multi-center, Randomized, Double-blind, Placebo-controlled Study to Assess the Response to Treatment (ACR50) and to Determine a Biomarker Profile in Responders to ACZ885 (Anti-interleukin-1beta Monoclonal Antibody) Plus MTX as Compared to MTX Alone in Early Rheumatoid Arthritis Patients",COMPLETED,PHASE2,INTERVENTIONAL,Rheumatoid Arthritis,Novartis,2007-03,2008-12,78.0,INDUSTRY,22,,18 Years,75 Years,False,ALL,0
NCT01547091,Clinical Trial of Umbilical Cord-Derived Mesenchymal Stem Cells Transplantation for Rheumatoid Arthritis-Phase I/II,UNKNOWN,"PHASE1, PHASE2",INTERVENTIONAL,Rheumatoid Arthritis,Alliancells Bioscience Corporation Limited,2013-04,2014-12,200.0,INDUSTRY,1,,18 Years,70 Years,False,ALL,0
NCT00818064,"A Randomised, Double-blind, Placebo-controlled, Single- Dose, Dose-escalation Trial of Anti-IL-20 in Healthy Volunteers and Patients With Rheumatoid Arthritis",COMPLETED,PHASE1,INTERVENTIONAL,"Inflammation, Rheumatoid Arthritis, Healthy",Novo Nordisk A/S,2008-12,2010-01,32.0,INDUSTRY,1,,18 Years,75 Years,True,ALL,0
NCT00420199,"A Phase IIIB Multicenter, Randomized, Double-Blind, Placebo-controlled Study to Assess Short-term Changes in Synovitis and Structural Damage Outcomes in Subjects With Active Rheumatoid Arthritis and Inadequate Response to Methotrexate, Treated With Abatacept Versus Placebo on a Background Therapy With Methotrexate",COMPLETED,PHASE3,INTERVENTIONAL,Active Rheumatoid Arthritis,Bristol-Myers Squibb,2007-05,2010-05,50.0,INDUSTRY,10,,18 Years,,False,ALL,0
NCT01593332,Low Dose Rituximab as a First Line Biologic Therapy for the Treatment of DMARD Resistant Patients With Rheumatoid Arthritis,COMPLETED,PHASE4,INTERVENTIONAL,DMARD Resistant Rheumatoid Arthritis,Mashhad University of Medical Sciences,2010-07,2011-10,44.0,OTHER,1,,19 Years,75 Years,False,ALL,1
NCT02541955,Use of Acthar in Rheumatoid Arthritis Related Flares,COMPLETED,PHASE4,INTERVENTIONAL,Rheumatoid Arthritis (RA),"Veena Ranganath, MD, MS",2017-07-20,2025-05-20,40.0,OTHER,1,True,18 Years,,False,ALL,1
NCT03726554,Comprehensive Reverse Shoulder: Porous Augmented Glenoid Baseplate and Mini Humeral Tray Post-Market Clinical Follow-up Study,ACTIVE_NOT_RECRUITING,NA,INTERVENTIONAL,"Arthropathy of Shoulder Region, Grossly Deficient Rotator Cuff, Osteoarthritis of the Shoulder, Rheumatoid Arthritis Without Humeral Metaphyseal Defects, Post-Traumatic Arthritis",Zimmer Biomet,2018-08-28,2030-02,99.0,INDUSTRY,6,False,18 Years,,False,ALL,0
NCT02799654,Non-Interventional Post Market Clinical Follow-up Study Excia T® Cementless EBRA Study,WITHDRAWN,,OBSERVATIONAL,"Arthritis, Degenerative, Arthritis, Rheumatoid, Hip Fractures, Femur Head Necrosis",Aesculap AG,2017-08,2019-12,0.0,INDUSTRY,1,,18 Years,,False,ALL,0
NCT04157010,"Prospective, Single-centre, Open-Label, Randomised, Pilot Study Assessing the Changes in Expression of Janus Kinase/Signal Transducers and Activators of Transcription (JAK-STAT) and Speed & Depth of Remission Induced by Tocilizumab & Methotrexate Combination and Tocilizumab Monotherapy in Patients With Early Rheumatoid Arthritis",COMPLETED,PHASE4,INTERVENTIONAL,Rheumatoid Arthritis,University of Leeds,2013-05,2016-03-29,20.0,OTHER,1,,18 Years,,False,ALL,1
NCT00447759,Phase 4 Study A Large Streamline Safety Study Designed to Compare the Cardiovascular Safety od Celecoxib Versus Traditional Non-selective NSAID's,COMPLETED,PHASE4,INTERVENTIONAL,"Osteoarthritis, Rheumatoid Arthritis",University of Dundee,2007-06,2015-08,7297.0,OTHER,10,,60 Years,,False,ALL,2
NCT00001196,Evaluation of Salivary Gland Dysfunction,TERMINATED,,OBSERVATIONAL,"Sjogren's Syndrome, Salivary Gland",National Institute of Dental and Craniofacial Research (NIDCR),1984-03-23,2015-09-29,1740.0,NIH,1,,12 Years,,False,ALL,0
NCT01063062,"A Single-arm, Open-label, Multicenter Study of Tocilizumab Monotherapy or in Combination With Methotrexate to Assess Safety and the Efficacy in Reducing Disease Activity in Patients With Active Rheumatoid Arthritis Who Have an Inadequate Response to Non-biologic DMARDs (PICTURE)",COMPLETED,PHASE3,INTERVENTIONAL,Rheumatoid Arthritis,Hoffmann-La Roche,2010-02-28,2011-01-17,107.0,INDUSTRY,9,,18 Years,,False,ALL,0
NCT04402086,Rheumatology Patient Registry and Biorepository,RECRUITING,,OBSERVATIONAL,"Rheumatic Diseases, Adult Onset Still Disease, Ankylosing Spondylitis, Psoriatic Arthritis, Reactive Arthritis, Antiphospholipid Syndrome, Systemic Lupus Erythematosus, Behcet Disease, Dermatomyositis, Polymyositis, Giant Cell Arteritis, Lyme Disease, Mixed Connective Tissue Disease, Polymyalgia Rheumatica, Rheumatoid Arthritis, Sarcoidosis, Systemic Sclerosis, Scleroderma, Sjogren's Syndrome, Undifferentiated Connective Tissue Diseases",Yale University,2020-08-04,2030-06-01,5000.0,OTHER,1,False,18 Years,99 Years,True,ALL,1
NCT07349420,"CLEC10A-Targeted M2 Macrophage Repolarization With EF-M2 (Immutalon) in Patients With Moderate-to-Severe Rheumatoid Arthritis: An Open-Label, Multicenter, First-in-Human Phase I/IIa Multiple Ascending Dose Study",COMPLETED,"PHASE1, PHASE2",INTERVENTIONAL,Rheumatoid Arthritis,S.LAB (SOLOWAYS),2025-06-03,2025-12-06,48.0,OTHER,1,False,18 Years,70 Years,False,ALL,2
NCT07085780,"A Prospective, Open-Label, Single-Centre Interventional Study to Evaluate the Efficacy and Safety of Dharasana Lep in Patients With Mild to Moderate Musculoskeletal Pain and Rheumatoid Arthritis.",COMPLETED,NA,INTERVENTIONAL,"Musculoskeletal Pain, Rheumatic Pain",NovoBliss Research Pvt Ltd,2025-07-28,2025-09-15,35.0,OTHER,1,False,25 Years,65 Years,False,ALL,1
NCT02110446,Evaluation of the Efficacy and the Mechanism of Chinese Herbal Formula SS-1 for Sjögren's Syndrome - A Randomized Control Trial,UNKNOWN,PHASE2,INTERVENTIONAL,Sjögren's Syndrome,Chang Gung Memorial Hospital,2014-02,2016-07,60.0,OTHER,1,,20 Years,75 Years,False,ALL,4
NCT01641705,Analysis of Respiratory Mechanics in Patients With Rheumatoid Arthritis: Effect of Duration of Disease,UNKNOWN,,OBSERVATIONAL,Rheumatoid Arthritis,Hospital Universitario Pedro Ernesto,2010-07,2013-07,90.0,OTHER,1,,18 Years,80 Years,True,ALL,0
NCT01736189,Assessment of Clinical Effectiveness and Safety of Adalimumab and High Dose Methotrexate in Routine Clinical Practice (Combo Study; Adalimumab With High Dose MTX),COMPLETED,,OBSERVATIONAL,Rheumatoid Arthritis,"AbbVie (prior sponsor, Abbott)",2012-10-11,2018-04-16,346.0,INDUSTRY,0,False,16 Years,99 Years,False,ALL,0
NCT05835518,"An Observational, Prospective Study to Assess the Efficacy and Safety of Adalloce in Patients With Rheumatoid Arthritis and Ankylosing Spondylitis",RECRUITING,,OBSERVATIONAL,"Rheumatoid Arthritis, Ankylosing Spondylitis",Yuhan Corporation,2023-01-26,2026-08,1000.0,INDUSTRY,1,False,19 Years,74 Years,False,ALL,0
NCT01966718,Repository Corticotropin Injection As Adjunctive Therapy In Patients With Rheumatoid Arthritis Who Have Failed At Least Three Biologic Therapies With Different Modes Of Action,COMPLETED,PHASE4,INTERVENTIONAL,Rheumatoid Arthritis,"Arthritis Treatment Center, Maryland",2013-10,2015-10,8.0,OTHER,1,,18 Years,80 Years,False,ALL,0
NCT07153276,TREATMENT OF VAGINAL DRYNESS IN SJÖGREN'S DISEASE WITH CO2-LASER VERSUS TOPICAL PROMESTRIENE: A PROSPECTIVE RANDOMIZED STUDY,RECRUITING,PHASE4,INTERVENTIONAL,"Sjogren Syndrome, Sjogren Disease, Primary Sjogren Syndrome",University of Sao Paulo General Hospital,2026-02-27,2030-01-30,60.0,OTHER,1,False,30 Years,65 Years,False,FEMALE,1
NCT07321340,Insole Optimization for Rheumatoid Arthritis Patients - INORA - (Insole Optimization for Rheumatoid Arthritis Patients),RECRUITING,NA,INTERVENTIONAL,Rhumatoid Arthisis,Centre Hospitalier Universitaire de Saint Etienne,2026-06-02,2026-12,10.0,OTHER,1,False,18 Years,,False,ALL,1
NCT07249060,"Interferon Signature in Cancer Patients Treated With Anti-CTLA-4 and Anti-PD-1/PD-L1 Therapies: A Multicenter, Prospective, Observational Cohort Study Comparing Cancer Patients and Non-Cancer Patients With Systemic Autoimmune Diseases",RECRUITING,,OBSERVATIONAL,"Immune-Related Adverse Events, Lupus Erythematosus, Systemic, Sjogren Syndrome, Systemic Sclerosis (SSc), Inflammatory Myopathies, Solid Tumors",Hospital Universitario Araba,2024-01-08,2026-12,300.0,OTHER,1,False,18 Years,,False,ALL,5
NCT07360496,"Investigation of the Relationships Between Core Endurance, Finger Grip Strength, Fatigue, and Hand Function in Patients With Rheumatoid Arthritis",COMPLETED,,OBSERVATIONAL,"Rheumatoid Arthritis, Healthy Control",Cumhuriyet University,2022-12-08,2024-08-28,113.0,OTHER,1,False,18 Years,65 Years,True,ALL,0
NCT02503046,Estimation of Pentraxin 3 and Porphyromonas Gingivalis Levels in Patients With Rheumatoid Arthritis and Periodontitis- An Observational Study,COMPLETED,,OBSERVATIONAL,"Rheumatoid Arthritis, Chronic Periodontitis",Panineeya Mahavidyalaya Institute of Dental Sciences & Research Centre,2015-02,2015-12,90.0,OTHER,1,,30 Years,65 Years,True,ALL,0
NCT01000610,An Open Label Study to Evaluate the Safety and Efficacy of Rituximab in Patients With Active Rheumatoid Arthritis Who Have Had an Inadequate Response to Prior Treatment With Methotrexate,COMPLETED,PHASE4,INTERVENTIONAL,Rheumatoid Arthritis,Hoffmann-La Roche,2008-03-17,2012-05-16,18.0,INDUSTRY,4,,18 Years,,False,ALL,0
NCT03508713,Long-term Prognosis and Quality of Life in Early Rheumatoid Arthritis Patients Treated by 2015 ACR Guideline (LELAND): a Multicenter Prospective Observational Study in Southern China,UNKNOWN,,OBSERVATIONAL,Rheumatoid Arthritis,"Nanfang Hospital, Southern Medical University",2018-05-13,2022-07-01,200.0,OTHER,0,True,18 Years,,False,ALL,1
NCT00383188,"A 12-WEEK, PHASE 2A, RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED STUDY TO INVESTIGATE THE SAFETY, PHARMACOKINETICS, AND EFFICACY OF PH 797804, ADMINISTERED ORALLY ONCE DAILY IN SUBJECTS WITH ACTIVE RHEUMATOID ARTHRITIS",COMPLETED,PHASE2,INTERVENTIONAL,"Arthritis, Rheumatoid",Pfizer,2006-12-15,2008-07-16,305.0,INDUSTRY,48,,19 Years,90 Years,False,ALL,0
NCT02332590,"A Randomized, Double-blind, Parallel-group Study Assessing the Efficacy and Safety of Sarilumab Monotherapy Versus Adalimumab Monotherapy in Patients With Rheumatoid Arthritis",COMPLETED,PHASE3,INTERVENTIONAL,Rheumatoid Arthritis,Sanofi,2015-01-28,2020-12-29,369.0,INDUSTRY,86,,18 Years,,False,ALL,1
NCT03247023,Long Term Follow-up of Integra® Cadence™ Total Ankle System in Primary Ankle Joint Replacement,TERMINATED,,OBSERVATIONAL,"Degenerative Arthritis, Rheumatoid Arthritis, Traumatic Arthritis","Smith & Nephew, Inc.",2017-09-18,2023-09-06,65.0,INDUSTRY,6,False,19 Years,,False,ALL,1
NCT01582880,The Use of Riboflavin/Ultraviolet A Cross-linked Human Donor Corneas as Carriers for the Boston Keratoprosthesis,COMPLETED,"PHASE1, PHASE2",INTERVENTIONAL,"Chemical Injuries, Unspecified Complication of Corneal Transplant, Autoimmune Diseases, Ocular Cicatricial Pemphigoid, Stevens Johnson Syndrome, Lupus Erythematosus, Systemic, Rheumatoid Arthritis, Other Autoimmune Diseases","Joseph B. Ciolino, MD",2012-03,2014-03,1.0,OTHER,1,,18 Years,,False,ALL,0
NCT00208390,"Prospective, Uncontrolled, Multi-Centre, Post-Marketing Surveillance Study to Evaluate the Long-Term Performance of Summit Tapered Hip in Cementless Total Hip Arthroplasty",TERMINATED,PHASE4,INTERVENTIONAL,"Rheumatoid Arthritis, Osteoarthritis, Post-traumatic Arthritis, Collagen Disorders, Avascular Necrosis, Traumatic Femoral Fractures, Nonunion of Femoral Fractures, Congenital Hip Dysplasia, Slipped Capital Femoral Epiphysis",DePuy International,2003-02,2012-05,275.0,INDUSTRY,5,,18 Years,70 Years,False,ALL,0
NCT07290946,Repeated Mesenchymal Stem Cell Therapy for Radiation-Induced Hyposalivation and Xerostomia in Head and Neck Cancer Survivors,NOT_YET_RECRUITING,PHASE2,INTERVENTIONAL,"Xerostomia Due to Hyposecretion of Salivary Gland, Xerostomia Due to Radiotherapy, Sjögren´s Syndrome",Christian von Buchwald,2025-12,2028-12,100.0,OTHER,0,False,18 Years,,False,ALL,0
NCT01961271,"Multicentre Study To Evaluate Efficacy And Safety Of Buprenorphine Transdermal Patch (Norspan) In Chronic Non-Malignant Pain Of Moderate To Severe Intensity Due To Osteoarthritis, Rheumatoid Arthritis, Lower Back Pain And Joint / Muscle Pain, When Opioid Is Needed For Analgesia",COMPLETED,PHASE4,INTERVENTIONAL,"Osteoarthritis, Rheumatoid Arthritis, Lower Back Pain, Joint Pain, Muscle Pain",Mundipharma Pte Ltd.,2013-06,2015-01,114.0,INDUSTRY,16,,18 Years,80 Years,False,ALL,3
NCT00976599,"An Exploratory Phase 2a, Randomized, Double-Blind, Placebo-Controlled, Multicenter Study To Assess The Pharmacodynamics Of CP-690,550, Administered Orally Twice Daily (BID) For 4 Weeks, In Subjects With Active Rheumatoid Arthritis",COMPLETED,PHASE2,INTERVENTIONAL,Rheumatoid Arthritis,Pfizer,2009-11,2011-07,29.0,INDUSTRY,15,,18 Years,,False,ALL,0
NCT02027298,Abatacept for Patients With Inflammatory Arthritis Associated With Sjögren's Syndrome: an Open-Label Phase II Study,WITHDRAWN,PHASE2,INTERVENTIONAL,"Primary Sjogren's Syndrome, Secondary Sjogren's Syndrome, Inflammatory Arthritis, Rheumatoid Arthritis",The Cleveland Clinic,2013-11,2014-10,0.0,OTHER,1,,18 Years,,False,ALL,1
NCT01921309,Phase 3 Randomized Controlled Study to Demonstrate Safety and Effectiveness of the BIOLOX Delta CoC THR System,UNKNOWN,NA,INTERVENTIONAL,"Osteoarthritis, Avascular Necrosis, Rheumatoid Arthritis, CDH",Corin,2012-12,2021-12,342.0,INDUSTRY,10,,18 Years,80 Years,False,ALL,0
NCT02965599,"A Randomised, Multi-center, Double Blind (Sponsor Open), Placebo-controlled Study to Assess the Efficacy, Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of GSK3117391 in Subjects With Severe, Active Rheumatoid Arthritis",TERMINATED,PHASE2,INTERVENTIONAL,"Arthritis, Rheumatoid",GlaxoSmithKline,2016-12-27,2017-11-14,3.0,INDUSTRY,5,,18 Years,,False,ALL,0
NCT00596206,Assessment of the Early Efficacy Response Rate of Leflunomide According to the Initial Dosing Regimen in the Treatment of Naive-DMARD (Disease Modifying Anti-Rheumatic Drug) Early RA (Rheumatoid Arthritis)-Patients,COMPLETED,PHASE3,INTERVENTIONAL,"Arthritis, Rheumatoid",Sanofi,2007-12,2009-10,124.0,INDUSTRY,5,,18 Years,,False,ALL,0
NCT02819830,"A Randomised Controlled Trial Assessing the Effects of a Six-week Exercise Programme on Fitness, Inflammation and Cardiovascular Risk in Women With Rheumatoid Arthritis",COMPLETED,NA,INTERVENTIONAL,"Rheumatoid Arthritis, Physical Activity",Siobhan Graham,2016-05,2016-09,25.0,OTHER,1,,18 Years,69 Years,False,FEMALE,1
NCT03813199,"Phase IIa Randomized, Double Blind, Placebo Controlled, Multiple Dose Study on ABX464 in Combination With Methotrexate (MTX), in Patients With Moderate to Severe Active Rheumatoid Arthritis Who Have Inadequate Response to MTX or/and to Anti-Tnfα, or Intolerance to Anti-Tnfα",COMPLETED,PHASE2,INTERVENTIONAL,Rheumatoid Arthritis,Abivax S.A.,2019-07-04,2021-04-27,60.0,INDUSTRY,24,False,18 Years,75 Years,False,ALL,0
NCT01439204,"A Randomized, Open-label, Parallel-Group, Single-dose, Biocomparability Study of the Pharmacokinetics of Abatacept (BMS-188667) Drug Products Using Active Pharmaceutical Ingredient Manufactured at Devens, MA Site Relative to Active Pharmaceutical Ingredient Manufactured at Lonza, New Hampshire (NH) in Healthy Subjects",COMPLETED,PHASE1,INTERVENTIONAL,Rheumatoid Arthritis,Bristol-Myers Squibb,2011-10,2012-02,223.0,INDUSTRY,1,,18 Years,55 Years,True,ALL,0
NCT01038349,Applications for Methotrexate Optimization in Rheumatoid Arthritis,COMPLETED,,OBSERVATIONAL,Rheumatoid Arthritis,"Cypress Bioscience, Inc.",2009-06,2010-02,256.0,INDUSTRY,0,,18 Years,,False,ALL,0
NCT00071149,Consistency of Traditional Chinese Medicine Rheumatoid Arthritis Diagnosis and Herbal Prescriptions,COMPLETED,,OBSERVATIONAL,Rheumatoid Arthritis,National Center for Complementary and Integrative Health (NCCIH),2001-11,2004-04,120.0,NIH,1,,18 Years,,False,ALL,0
NCT04895878,Patients With Co-occurrence of ANCA Vasculitis and Sjögren Syndrome : a Case Series and Systematic Review,COMPLETED,,OBSERVATIONAL,"ANCA Associated Vasculitis, Sjogren's Syndrome","University Hospital, Montpellier",2021-05-01,2021-09-01,5.0,OTHER,1,False,18 Years,,False,ALL,0
NCT07607964,"A Phase 1, First-in-Human, Single Ascending Dose, Open-label, Non-randomized Study Evaluating the Pharmacokinetics, Pharmacodynamics, and Safety of ABBV-519 in Subjects With Systemic Lupus Erythematosus (SLE) or Rheumatoid Arthritis (RA)",RECRUITING,PHASE1,INTERVENTIONAL,"Systemic Lupus Erythematosus, Rheumatoid Arthritis",AbbVie,2026-05-28,2029-01,30.0,INDUSTRY,9,True,18 Years,75 Years,False,ALL,0
NCT05540938,Reevaluation of Original Research Results of Integrated Traditional Chinese and Western Medicine and Transformation of Hospital Preparations: Post-marketing Re-evaluation of WangBi Granules for Rheumatoid Arthritis,RECRUITING,PHASE4,INTERVENTIONAL,Rheumatoid Arthritis,China-Japan Friendship Hospital,2023-05-23,2026-03-31,340.0,OTHER,1,False,18 Years,75 Years,False,ALL,5
